model,provider,prompt_id,run_id,rank,acronym,full_name,justification
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P09_LOW_RANK_VENUE_CHECK,final02,15,ICST,"ICST - IEEE International Conference on Software Testing, Verification and Validation (specialized)","ICST - IEEE International Conference on Software Testing, Verification and Validation (specialized)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P09_LOW_RANK_VENUE_CHECK,final02,16,SAC,"SAC - ACM Symposium on Applied Computing (broad, lower tier)","SAC - ACM Symposium on Applied Computing (broad, lower tier)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P09_LOW_RANK_VENUE_CHECK,final02,17,PLDI,"PLDI - Programming Language Design and Implementation (top tier PL, relevant for AI/SE intersection)","PLDI - Programming Language Design and Implementation (top tier PL, relevant for AI/SE intersection)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P09_LOW_RANK_VENUE_CHECK,final02,18,CAV,"CAV - Computer Aided Verification (top tier verification, relevant)","CAV - Computer Aided Verification (top tier verification, relevant)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P09_LOW_RANK_VENUE_CHECK,final02,19,ICLR,"ICLR - International Conference on Learning Representations (top tier ML, relevant for AI methods)","ICLR - International Conference on Learning Representations (top tier ML, relevant for AI methods)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P09_LOW_RANK_VENUE_CHECK,final02,20,NeurIPS,"NeurIPS - Neural Information Processing Systems (top tier ML, relevant for AI methods)","NeurIPS - Neural Information Processing Systems (top tier ML, relevant for AI methods)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P09_LOW_RANK_VENUE_CHECK,final02,21,CHI,"CHI - Conference on Human Factors in Computing Systems (top tier HCI, relevant for human-AI interaction in SE)","CHI - Conference on Human Factors in Computing Systems (top tier HCI, relevant for human-AI interaction in SE)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P09_LOW_RANK_VENUE_CHECK,final02,22,UIST,"UIST - User Interface Software and Technology (top tier HCI/UI, relevant)","UIST - User Interface Software and Technology (top tier HCI/UI, relevant)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,5,**Classic SE paper**,"**Classic SE paper**: ""The Mythical Man-Month"" by Brooks - but that's a book, not a paper. Better: ""No Silver Bullet"" by Brooks (1987) - IEEE Computer. Or ""A Discipline of Programming"" by Dijkstra. Ac","**Classic SE paper**: ""The Mythical Man-Month"" by Brooks - but that's a book, not a paper. Better: ""No Silver Bullet"" by Brooks (1987) - IEEE Computer. Or ""A Discipline of Programming"" by Dijkstra. Actually, let me think of seminal SE papers."
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,7,**Early AI in SE**,"**Early AI in SE**: ""Automatic Programming"" or ""Program Synthesis"" papers from 1980s/1990s.","**Early AI in SE**: ""Automatic Programming"" or ""Program Synthesis"" papers from 1980s/1990s."
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,9,**Recent LLM for code**,"**Recent LLM for code**: Codex paper (Chen et al., 2021), AlphaCode (Li et al., 2022), CodeT5, CodeBERT, etc.","**Recent LLM for code**: Codex paper (Chen et al., 2021), AlphaCode (Li et al., 2022), CodeT5, CodeBERT, etc."
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,11,**Benchmarks**,"**Benchmarks**: HumanEval, MBPP, CodeXGLUE, SWE-bench.","**Benchmarks**: HumanEval, MBPP, CodeXGLUE, SWE-bench."
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,13,**Company blogs**,"**Company blogs**: GitHub Copilot blog posts, Google DeepMind blog, OpenAI blog.","**Company blogs**: GitHub Copilot blog posts, Google DeepMind blog, OpenAI blog."
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,15,**Documentation**,"**Documentation**: GitHub Copilot docs, VS Code Copilot extension docs.","**Documentation**: GitHub Copilot docs, VS Code Copilot extension docs."
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,17,**GitHub repos**,"**GitHub repos**: Copilot extensions, evaluation frameworks.","**GitHub repos**: Copilot extensions, evaluation frameworks."
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,19,**Conference pages**,"**Conference pages**: ICSE, FSE, ASE, PLDI proceedings pages.","**Conference pages**: ICSE, FSE, ASE, PLDI proceedings pages."
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,21,**arXiv**,**arXiv**: Many recent papers.,**arXiv**: Many recent papers.
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,23,**News**,"**News**: Articles about Copilot, Devin, etc.","**News**: Articles about Copilot, Devin, etc."
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,27,"**Brooks, ""No Silver Bullet"" (1987)**","**Brooks, ""No Silver Bullet"" (1987)** - IEEE Computer - academic_paper","**Brooks, ""No Silver Bullet"" (1987)** - IEEE Computer - academic_paper"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,28,"**Chen et al., ""Evaluating Large Languag","**Chen et al., ""Evaluating Large Language Models Trained on Code"" (Codex) (2021)** - arXiv - arxiv","**Chen et al., ""Evaluating Large Language Models Trained on Code"" (Codex) (2021)** - arXiv - arxiv"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,29,"**Li et al., ""Competition","**Li et al., ""Competition-Level Code Generation with AlphaCode"" (2022)** - Science - academic_paper (also on arXiv)","**Li et al., ""Competition-Level Code Generation with AlphaCode"" (2022)** - Science - academic_paper (also on arXiv)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,30,**HumanEval benchmark**,**HumanEval benchmark** - benchmark_or_dataset (GitHub repo + paper),**HumanEval benchmark** - benchmark_or_dataset (GitHub repo + paper)
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,31,**SWE,"**SWE-bench** - benchmark_or_dataset (Jimenez et al., 2024)","**SWE-bench** - benchmark_or_dataset (Jimenez et al., 2024)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,32,**GitHub Copilot official documentation*,**GitHub Copilot official documentation** - documentation,**GitHub Copilot official documentation** - documentation
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,33,**GitHub Copilot blog announcement**,**GitHub Copilot blog announcement** - company_blog,**GitHub Copilot blog announcement** - company_blog
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,34,"**CodeBERT paper (Feng et al., 2020)**","**CodeBERT paper (Feng et al., 2020)** - academic_paper (EMNLP)","**CodeBERT paper (Feng et al., 2020)** - academic_paper (EMNLP)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,35,**CodeXGLUE benchmark**,**CodeXGLUE benchmark** - benchmark_or_dataset,**CodeXGLUE benchmark** - benchmark_or_dataset
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,36,**ICSE 2024 conference page**,**ICSE 2024 conference page** - conference_page,**ICSE 2024 conference page** - conference_page
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,37,**Devin AI announcement (Cognition Labs),**Devin AI announcement (Cognition Labs)** - news or company_blog,**Devin AI announcement (Cognition Labs)** - news or company_blog
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,38,**GitHub Copilot evaluation repository (,"**GitHub Copilot evaluation repository (e.g., copilot-evaluation)** - github_repository","**GitHub Copilot evaluation repository (e.g., copilot-evaluation)** - github_repository"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,42,Brooks 1987,Brooks 1987: DOI 10.1109/MC.1987.1663532,Brooks 1987: DOI 10.1109/MC.1987.1663532
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,43,Codex,Codex: arXiv:2107.03374,Codex: arXiv:2107.03374
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,44,AlphaCode,"AlphaCode: arXiv:2203.07814, published in Science 2022","AlphaCode: arXiv:2203.07814, published in Science 2022"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,45,HumanEval,"HumanEval: GitHub repo openai/human-eval, paper arXiv:2107.03374 (same as Codex)","HumanEval: GitHub repo openai/human-eval, paper arXiv:2107.03374 (same as Codex)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,46,SWE,"SWE-bench: arXiv:2310.06770, GitHub repo swe-bench/SWE-bench","SWE-bench: arXiv:2310.06770, GitHub repo swe-bench/SWE-bench"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,47,GitHub Copilot docs,GitHub Copilot docs: https://docs.github.com/en/copilot,GitHub Copilot docs: https://docs.github.com/en/copilot
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,48,GitHub Copilot blog,GitHub Copilot blog: https://github.blog/2021-06-29-introducing-github-copilot-ai-pair-programmer/,GitHub Copilot blog: https://github.blog/2021-06-29-introducing-github-copilot-ai-pair-programmer/
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,49,CodeBERT,"CodeBERT: arXiv:2002.08155, EMNLP 2020","CodeBERT: arXiv:2002.08155, EMNLP 2020"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,50,CodeXGLUE,"CodeXGLUE: arXiv:2102.04664, GitHub repo microsoft/CodeXGLUE","CodeXGLUE: arXiv:2102.04664, GitHub repo microsoft/CodeXGLUE"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,51,ICSE 2024,ICSE 2024: https://conf.researchr.org/home/icse-2024,ICSE 2024: https://conf.researchr.org/home/icse-2024
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,52,Devin,Devin: Cognition Labs blog https://www.cognition-labs.com/blog/introducing-devin or news articles,Devin: Cognition Labs blog https://www.cognition-labs.com/blog/introducing-devin or news articles
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final01,53,Copilot evaluation repo,"Copilot evaluation repo: There are several, e.g., github/copilot-evaluation or similar","Copilot evaluation repo: There are several, e.g., github/copilot-evaluation or similar"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final02,5,**Classic SE paper**,"**Classic SE paper**: ""The Mythical Man-Month"" by Brooks - but that's a book. Better: ""No Silver Bullet"" by Brooks (1987) - IEEE Computer. Or ""A Discipline of Software Engineering"" by Watts Humphrey. ","**Classic SE paper**: ""The Mythical Man-Month"" by Brooks - but that's a book. Better: ""No Silver Bullet"" by Brooks (1987) - IEEE Computer. Or ""A Discipline of Software Engineering"" by Watts Humphrey. Let me pick something with a DOI."
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final02,7,**Early AI in SE**,"**Early AI in SE**: ""Automatic Programming"" or ""Program Synthesis"" papers. Maybe ""The Synthesis of Loop Predicates"" or work from the 80s/90s.","**Early AI in SE**: ""Automatic Programming"" or ""Program Synthesis"" papers. Maybe ""The Synthesis of Loop Predicates"" or work from the 80s/90s."
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final02,9,**Recent LLM for code**,"**Recent LLM for code**: Codex paper (Chen et al., 2021) - arXiv:2107.03374","**Recent LLM for code**: Codex paper (Chen et al., 2021) - arXiv:2107.03374"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final02,10,**GitHub Copilot study**,"**GitHub Copilot study**: ""GitHub Copilot: An Empirical Study"" - maybe arXiv or conference","**GitHub Copilot study**: ""GitHub Copilot: An Empirical Study"" - maybe arXiv or conference"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final02,11,**CodeXGLUE benchmark**,"**CodeXGLUE benchmark**: Lu et al., 2021 - arXiv:2102.04664","**CodeXGLUE benchmark**: Lu et al., 2021 - arXiv:2102.04664"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final02,12,**HumanEval benchmark**,"**HumanEval benchmark**: Chen et al., 2021 (same as Codex paper)","**HumanEval benchmark**: Chen et al., 2021 (same as Codex paper)"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final02,13,**MBPP benchmark**,"**MBPP benchmark**: Austin et al., 2021 - arXiv:2108.07732","**MBPP benchmark**: Austin et al., 2021 - arXiv:2108.07732"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final02,14,**AlphaCode**,"**AlphaCode**: Li et al., 2022 - Science or arXiv:2203.07814","**AlphaCode**: Li et al., 2022 - Science or arXiv:2203.07814"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final02,15,**StarCoder**,"**StarCoder**: Li et al., 2023 - arXiv:2305.06161","**StarCoder**: Li et al., 2023 - arXiv:2305.06161"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final02,16,**CodeLlama**,"**CodeLlama**: Rozière et al., 2023 - arXiv:2308.12950","**CodeLlama**: Rozière et al., 2023 - arXiv:2308.12950"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final02,17,**SE venue paper**,"**SE venue paper**: ""A Survey on AI-Assisted Software Engineering"" - maybe from ICSE or FSE","**SE venue paper**: ""A Survey on AI-Assisted Software Engineering"" - maybe from ICSE or FSE"
nvidia/nemotron-3-ultra-550b-a55b:free,openrouter,P10_SOURCE_VALIDATION_AUDIT,final02,18,**Company blog**,"**Company blog**: GitHub Blog about Copilot, or Google Research blog about AlphaCode","**Company blog**: GitHub Blog about Copilot, or Google Research blog about AlphaCode"
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,1,ICSE,International Conference on Software Engineering,"CORE A* and CSRankings top‑ranked SE venue. Long‑standing (since 1975) with a dedicated AI‑for‑SE track (ICSE SEIP) and a large proportion of AI‑driven papers (e.g., program synthesis, defect prediction). Its influence on both SE methodology and AI‑assisted development is unmatched."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,2,FSE,ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,"CORE A* and CSRankings #2 in SE. Strong AI‑for‑SE presence (e.g., ML‑based testing, code generation). Established in 1993, it consistently publishes seminal AI‑SE work."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,3,ASE,Automated Software Engineering,CORE A*; CSRankings places ASE high in the *Software Engineering* area. The conference’s focus on automation makes it a natural home for AI‑assisted development research. It has hosted many influential papers on program synthesis and automated debugging.
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,4,ISSTA,International Symposium on Software Testing and Analysis,"CORE A* and high CSRankings score for *Software Testing*. AI‑driven testing (fuzzing, test generation) dominates recent ISSTA programs, giving it strong relevance to AI‑assisted SE."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,5,ICSME,International Conference on Software Maintenance and Evolution,"CORE A, solid CSRankings position. Recent years have seen a surge in AI‑based maintenance (e.g., code recommendation, bug fixing), raising its AI‑SE relevance."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,6,ESEC/FSE,European Software Engineering Conference and ACM SIGSOFT Symposium on the Foundations of Software Engineering,"CORE A* (the European counterpart of FSE). Strong AI‑for‑SE track, especially in model‑driven engineering and ML‑based refactoring."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,7,RE,International Conference on Requirements Engineering,"CORE A, CSRankings includes RE in the SE area. AI for requirements (natural‑language mining, traceability) has become a major sub‑field, boosting its relevance."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,8,ICSM,International Conference on Software Maintenance,"CORE A, historically influential for automated program repair. AI‑based repair and evolution papers are a staple."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,9,ASE-SEIP,ASE Software Engineering in Practice (SEIP) Track,"A dedicated track within ASE that explicitly focuses on AI‑assisted tools and practice. Though not a separate conference, its impact on AI‑SE is comparable to a top venue."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,10,ICSME-SEIP,ICSME Software Engineering in Practice Track,"Similar to ASE‑SEIP, this track concentrates on industrial AI‑SE solutions, raising its visibility and citation impact."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,11,NeurIPS,Conference on Neural Information Processing Systems,"CORE A* and top CSRankings venue for *Artificial Intelligence*. While not SE‑specific, it now regularly publishes high‑impact AI‑for‑SE papers (e.g., deep program synthesis, code language models). Its prestige and citation power lift it into the top‑15 for AI‑assisted development."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,12,ICML,International Conference on Machine Learning,"CORE A*; strong AI venue. Increasingly hosts papers on ML‑based software engineering (e.g., defect prediction, code completion). The AI signal outweighs the lower SE focus."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,13,AAAI,AAAI Conference on Artificial Intelligence,"CORE A, high AI prestige. Contains a growing AI‑SE community (e.g., program repair, automated testing). Slightly less SE‑centric than NeurIPS/ICML."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,14,ICSE-NIER,ICSE New Ideas and Emerging Results (NIER) Track,"A track within ICSE that showcases early‑stage AI‑SE ideas. Though selective, its association with ICSE gives it high prestige."
openai/gpt-oss-120b:free,openrouter,P02_CONFERENCE_RANKING_SOURCED,final01,15,ICSE-SEIP,ICSE Software Engineering in Practice (SEIP) Track,"Focused on industrial AI‑assisted tools. The track’s visibility and citation record place it just inside the top‑15, despite being a track rather than a standalone conference."
